,outcome
7483,1
7484,0
7485,0
7486,1
7487,1
7488,0
7489,0
7490,0
7491,0
7492,1
7493,0
7494,1
7495,0
7496,0
7497,1
7498,0
7499,1
7500,0
7501,0
7502,0
7503,1
7504,1
7505,1
7506,0
7507,0
7508,1
7509,0
7510,1
7511,0
7512,1
7513,1
7514,0
7515,0
7516,1
7517,1
7518,1
7519,0
7520,0
7521,1
7522,0
7523,0
7524,0
7525,1
7526,0
7527,1
7528,0
7529,0
7530,1
7531,1
7532,1
7533,0
7534,1
7535,1
7536,1
7537,1
7538,0
7539,0
7540,0
7541,0
7542,1
7543,0
7544,0
7545,1
7546,0
7547,1
7548,1
7549,1
7550,0
7551,0
7552,0
7553,1
7554,1
7555,1
7556,1
7557,1
7558,1
7559,0
7560,1
7561,0
7562,0
7563,0
7564,0
7565,0
7566,0
7567,1
7568,1
7569,1
7570,0
7571,0
7572,1
7573,1
7574,0
7575,1
7576,0
7577,1
7578,0
7579,0
7580,1
7581,1
7582,0
7583,1
7584,0
7585,1
7586,1
7587,1
7588,0
7589,0
7590,1
7591,0
7592,0
7593,1
7594,1
7595,0
7596,1
7597,1
7598,0
7599,0
7600,1
7601,0
7602,1
7603,1
7604,0
7605,0
7606,0
7607,0
7608,0
7609,1
7610,0
7611,0
7612,0
7613,1
7614,0
7615,1
7616,0
7617,0
7618,1
7619,1
7620,0
7621,0
7622,1
7623,1
7624,0
7625,0
7626,1
7627,1
7628,1
7629,0
7630,1
7631,1
7632,0
7633,1
7634,1
7635,1
7636,1
7637,0
7638,0
7639,1
7640,1
7641,0
7642,0
7643,0
7644,1
7645,1
7646,0
7647,0
7648,1
7649,0
7650,0
7651,0
7652,1
7653,0
7654,1
7655,1
7656,0
7657,0
7658,1
7659,0
7660,0
7661,1
7662,1
7663,1
7664,1
7665,0
7666,0
7667,1
7668,1
7669,0
7670,0
7671,0
7672,0
7673,1
7674,1
7675,1
7676,0
7677,1
7678,0
7679,1
7680,0
7681,1
7682,0
7683,1
7684,0
7685,0
7686,0
7687,1
7688,0
7689,1
7690,0
7691,1
7692,1
7693,0
7694,1
7695,1
7696,1
7697,1
7698,0
7699,0
7700,0
7701,1
7702,1
7703,1
7704,0
7705,0
7706,1
7707,1
7708,1
7709,1
7710,0
7711,0
7712,0
7713,1
7714,0
7715,0
7716,0
7717,0
7718,1
7719,1
7720,1
7721,0
7722,1
7723,0
7724,0
7725,0
7726,0
7727,0
7728,0
7729,0
7730,1
7731,0
7732,1
7733,0
7734,1
7735,0
7736,0
7737,1
7738,0
7739,0
7740,1
7741,0
7742,0
7743,0
7744,0
7745,0
7746,0
7747,1
7748,0
7749,1
7750,0
7751,0
7752,0
7753,1
7754,0
7755,0
7756,0
7757,0
7758,1
7759,1
7760,0
7761,0
7762,0
7763,0
7764,0
7765,1
7766,1
7767,0
7768,1
7769,0
7770,0
7771,0
7772,1
7773,0
7774,1
7775,0
7776,0
7777,1
7778,1
7779,0
7780,0
7781,1
7782,1
7783,1
7784,0
7785,0
7786,0
7787,1
7788,1
7789,1
7790,0
7791,1
7792,1
7793,0
7794,0
7795,0
7796,0
7797,1
7798,0
7799,1
7800,0
7801,0
7802,0
7803,0
7804,0
7805,0
7806,0
7807,1
7808,1
7809,0
7810,0
7811,0
7812,1
7813,0
7814,0
7815,0
7816,1
7817,1
7818,0
7819,1
7820,0
7821,1
7822,1
7823,1
7824,0
7825,1
7826,0
7827,1
7828,0
7829,1
7830,1
7831,0
7832,0
7833,1
7834,1
7835,0
7836,0
7837,1
7838,0
7839,0
7840,1
7841,1
7842,0
7843,1
7844,1
7845,0
7846,0
7847,1
7848,0
7849,1
7850,0
7851,1
7852,1
7853,0
7854,0
7855,1
7856,0
7857,0
7858,1
7859,1
7860,0
7861,0
7862,0
7863,0
7864,0
7865,1
7866,1
7867,0
7868,0
7869,0
7870,1
7871,1
7872,0
7873,1
7874,0
7875,0
7876,1
7877,0
7878,1
7879,0
7880,0
7881,0
7882,0
7883,1
7884,1
7885,1
7886,0
7887,1
7888,1
7889,0
7890,1
7891,0
7892,0
7893,0
7894,0
7895,0
7896,1
7897,1
7898,1
7899,1
7900,1
7901,0
7902,0
7903,0
7904,0
7905,1
7906,1
7907,1
7908,0
7909,0
7910,0
7911,0
7912,1
7913,0
7914,0
7915,1
7916,0
7917,0
7918,0
7919,0
7920,1
7921,1
7922,1
7923,1
7924,0
7925,0
7926,1
7927,1
7928,1
7929,1
7930,0
7931,0
7932,0
7933,1
7934,1
7935,1
7936,0
7937,0
7938,1
7939,0
7940,0
7941,0
7942,0
7943,0
7944,0
7945,1
7946,1
7947,1
7948,0
7949,0
7950,1
7951,1
7952,0
7953,1
7954,1
7955,0
7956,1
7957,0
7958,0
7959,1
7960,0
7961,0
7962,1
7963,0
7964,0
7965,0
7966,1
7967,0
7968,0
7969,0
7970,1
7971,0
7972,0
7973,0
7974,1
7975,0
7976,1
7977,0
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7984,0
7985,1
7986,0
7987,0
7988,0
7989,0
7990,0
7991,0
7992,1
7993,0
7994,0
7995,1
7996,0
7997,0
7998,0
7999,0
8000,1
8001,0
8002,0
8003,0
8004,1
8005,0
8006,1
8007,0
8008,0
8009,0
8010,1
8011,0
8012,0
8013,0
8014,0
8015,1
8016,0
8017,0
8018,1
8019,0
8020,1
8021,0
8022,1
8023,1
8024,0
8025,0
8026,0
8027,0
8028,0
8029,1
8030,0
8031,1
8032,0
8033,1
8034,1
8035,1
8036,1
8037,1
8038,0
8039,0
8040,0
8041,0
8042,1
8043,0
8044,0
8045,0
8046,1
8047,1
8048,1
8049,1
8050,0
8051,1
8052,0
8053,0
8054,0
8055,1
8056,0
8057,0
8058,0
8059,1
8060,0
8061,0
8062,0
8063,1
8064,0
8065,0
8066,0
8067,0
8068,0
8069,1
8070,0
8071,0
8072,1
8073,0
8074,1
8075,1
8076,1
8077,0
8078,1
8079,0
8080,1
8081,0
8082,0
8083,1
8084,1
8085,1
8086,0
8087,0
8088,1
8089,0
8090,0
8091,0
8092,1
8093,1
8094,1
8095,1
8096,1
8097,0
8098,0
8099,1
8100,0
8101,0
8102,1
8103,0
8104,1
8105,1
8106,0
8107,0
8108,1
8109,0
8110,0
8111,0
8112,0
8113,0
8114,1
8115,1
8116,0
8117,1
8118,0
8119,0
8120,0
8121,1
8122,1
8123,1
8124,0
8125,0
8126,0
8127,1
8128,0
8129,0
8130,0
8131,1
8132,1
8133,1
8134,0
8135,1
8136,0
8137,0
8138,0
8139,0
8140,1
8141,0
8142,1
8143,1
8144,0
8145,0
8146,1
8147,0
8148,1
8149,1
8150,0
8151,0
8152,0
8153,1
8154,0
8155,0
8156,0
8157,0
8158,0
8159,1
8160,0
8161,1
8162,0
8163,0
8164,0
8165,0
8166,1
8167,1
8168,0
8169,1
8170,1
8171,0
8172,0
8173,1
8174,0
8175,0
8176,0
8177,0
8178,0
8179,0
8180,0
8181,1
8182,1
8183,0
8184,1
8185,0
8186,1
8187,1
8188,0
8189,1
8190,0
8191,0
8192,1
8193,1
8194,0
8195,0
8196,1
8197,0
8198,0
8199,1
8200,0
8201,1
8202,0
8203,0
8204,0
8205,1
8206,1
8207,0
8208,0
8209,0
8210,1
8211,1
8212,0
8213,0
8214,1
8215,1
8216,0
8217,1
8218,0
8219,0
8220,0
8221,1
8222,1
8223,0
8224,0
8225,0
8226,1
8227,1
8228,0
8229,0
8230,1
8231,0
8232,0
8233,0
8234,1
8235,1
8236,0
8237,1
8238,0
8239,1
8240,1
8241,1
8242,1
8243,0
8244,0
8245,0
8246,0
8247,0
8248,1
8249,1
8250,1
8251,1
8252,0
8253,1
8254,1
8255,0
8256,0
8257,1
8258,1
8259,0
8260,0
8261,0
8262,1
8263,1
8264,1
8265,0
8266,0
8267,1
8268,1
8269,0
8270,1
8271,1
8272,0
8273,0
8274,0
8275,0
8276,1
8277,0
8278,1
8279,1
8280,1
8281,0
8282,0
8283,0
8284,0
8285,1
8286,1
8287,0
8288,1
8289,0
8290,0
8291,0
8292,0
8293,1
8294,0
8295,1
8296,1
8297,0
8298,0
8299,0
8300,0
8301,0
8302,0
8303,1
8304,1
8305,0
8306,0
8307,0
8308,0
8309,1
8310,1
8311,0
8312,1
8313,1
8314,0
8315,0
8316,0
8317,0
8318,1
8319,1
8320,0
8321,1
8322,0
8323,0
8324,1
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,1
8333,0
8334,0
8335,1
8336,0
8337,0
8338,1
8339,0
8340,1
8341,0
8342,0
8343,0
8344,1
8345,1
8346,0
8347,1
8348,1
8349,0
8350,0
8351,0
8352,0
8353,1
8354,0
8355,1
8356,0
8357,0
8358,0
8359,0
8360,1
8361,0
8362,0
8363,0
8364,0
8365,1
8366,1
8367,1
8368,1
8369,0
8370,0
8371,1
8372,1
8373,1
8374,0
8375,1
8376,0
8377,0
8378,0
8379,0
8380,0
8381,1
8382,0
8383,0
8384,0
8385,0
8386,0
8387,1
8388,1
8389,0
8390,1
8391,0
8392,0
8393,0
8394,1
8395,0
8396,0
8397,0
8398,1
8399,0
8400,0
8401,1
8402,0
8403,1
8404,0
8405,1
8406,0
8407,0
8408,0
8409,0
8410,0
8411,1
8412,0
8413,1
8414,0
8415,1
8416,0
8417,0
8418,0
8419,0
8420,0
8421,0
8422,0
8423,1
8424,1
8425,0
8426,0
8427,1
8428,1
8429,0
8430,1
8431,1
8432,1
8433,1
8434,1
8435,1
8436,1
8437,0
8438,0
8439,1
8440,1
8441,0
8442,0
8443,1
8444,0
8445,1
8446,1
8447,1
8448,0
8449,0
8450,1
8451,0
8452,0
8453,0
8454,0
8455,1
8456,1
8457,1
8458,1
8459,1
8460,1
8461,1
8462,0
8463,0
8464,0
8465,1
8466,1
8467,1
8468,1
8469,1
8470,0
8471,0
8472,0
8473,0
8474,0
8475,0
8476,0
8477,1
8478,1
8479,0
8480,1
8481,0
8482,1
8483,1
8484,1
8485,1
8486,0
8487,0
8488,0
8489,1
8490,1
8491,1
8492,1
8493,0
8494,0
8495,0
8496,0
8497,0
8498,0
8499,1
8500,1
8501,1
8502,0
8503,1
8504,0
8505,0
8506,1
8507,0
8508,0
8509,1
8510,1
8511,0
8512,0
8513,0
8514,1
8515,0
8516,0
8517,1
8518,1
8519,1
8520,1
8521,1
8522,1
8523,1
8524,0
8525,0
8526,1
8527,0
8528,0
8529,1
8530,0
8531,0
8532,0
8533,0
8534,0
8535,0
8536,1
8537,0
8538,1
8539,1
8540,1
8541,1
8542,0
8543,0
8544,0
8545,0
8546,0
8547,1
8548,0
8549,1
8550,0
8551,1
8552,1
8553,0
8554,0
8555,0
8556,0
8557,1
8558,0
8559,1
8560,0
8561,0
8562,0
8563,0
8564,0
8565,0
8566,0
8567,0
8568,1
8569,1
8570,1
8571,0
8572,0
8573,1
8574,1
8575,0
8576,0
8577,1
8578,0
8579,0
8580,0
8581,1
8582,0
8583,0
8584,1
8585,1
8586,0
8587,0
8588,1
8589,1
8590,1
8591,1
8592,0
8593,0
8594,0
8595,0
8596,1
8597,1
8598,1
8599,1
8600,0
8601,1
8602,1
8603,0
8604,1
8605,0
8606,1
8607,1
8608,1
8609,0
8610,0
8611,0
8612,0
8613,0
8614,0
8615,1
8616,0
8617,0
8618,0
8619,1
8620,0
8621,1
8622,0
8623,1
8624,0
8625,1
8626,0
8627,1
8628,1
8629,0
8630,0
8631,0
8632,0
8633,0
8634,0
8635,0
8636,0
8637,0
8638,1
8639,0
8640,1
8641,0
8642,1
8643,0
8644,0
8645,1
8646,1
8647,0
8648,1
8649,0
8650,0
8651,0
8652,0
8653,0
8654,1
8655,0
8656,0
8657,1
8658,1
8659,0
8660,1
8661,0
8662,1
8663,1
8664,1
8665,0
8666,1
8667,1
8668,0
8669,1
8670,0
8671,0
8672,1
8673,0
8674,1
8675,0
8676,1
8677,0
8678,1
8679,0
8680,1
8681,0
8682,0
8683,1
8684,1
8685,1
8686,0
8687,0
8688,0
8689,0
8690,1
8691,0
8692,0
8693,0
8694,0
8695,0
8696,1
8697,1
8698,0
8699,1
8700,1
8701,1
8702,0
8703,0
8704,0
8705,1
8706,0
8707,0
8708,1
8709,0
8710,1
8711,1
8712,0
8713,0
8714,1
8715,1
8716,0
8717,0
8718,0
8719,0
8720,0
8721,1
8722,1
8723,0
8724,0
8725,1
8726,0
8727,0
8728,1
8729,0
8730,0
8731,0
8732,0
8733,0
8734,1
8735,1
8736,0
8737,1
8738,0
8739,1
8740,0
8741,0
8742,0
8743,1
8744,1
8745,1
8746,0
8747,1
8748,0
8749,1
8750,0
8751,0
8752,1
8753,0
8754,0
8755,0
8756,1
8757,1
8758,1
8759,0
8760,0
8761,1
8762,1
8763,1
8764,0
8765,0
8766,0
8767,0
8768,1
8769,1
8770,0
8771,0
8772,0
8773,1
8774,0
8775,0
8776,1
8777,1
8778,1
8779,0
8780,0
8781,1
8782,0
8783,1
8784,0
8785,1
8786,0
8787,0
8788,0
8789,1
8790,0
8791,0
8792,1
8793,0
8794,0
8795,1
8796,1
8797,0
8798,0
8799,1
8800,0
8801,0
8802,0
8803,1
8804,1
8805,0
8806,1
8807,0
8808,1
8809,0
8810,0
8811,0
8812,0
8813,0
8814,1
8815,0
8816,1
8817,1
8818,1
8819,0
8820,0
8821,1
8822,0
8823,0
8824,0
8825,1
8826,1
8827,0
8828,1
8829,0
8830,1
8831,1
8832,0
8833,0
8834,1
8835,0
8836,0
8837,0
8838,0
8839,1
8840,1
8841,0
8842,0
8843,1
8844,0
8845,0
8846,0
8847,1
8848,0
8849,0
8850,0
8851,1
8852,0
8853,0
8854,0
8855,0
8856,1
8857,1
8858,1
8859,0
8860,0
8861,0
8862,0
8863,0
8864,1
8865,0
8866,0
8867,0
8868,0
8869,0
8870,0
8871,0
8872,0
8873,0
8874,1
8875,0
8876,0
8877,0
8878,1
8879,0
8880,0
8881,1
8882,0
8883,1
8884,0
8885,0
8886,0
8887,1
8888,1
8889,0
8890,0
8891,1
8892,0
8893,0
8894,0
8895,1
8896,1
8897,0
8898,0
8899,0
8900,0
8901,0
8902,1
8903,0
8904,0
8905,1
8906,1
8907,0
8908,1
8909,0
8910,1
8911,1
8912,0
8913,1
8914,1
8915,0
8916,1
8917,1
8918,0
8919,1
8920,0
8921,0
8922,0
8923,0
8924,1
8925,1
8926,0
8927,0
8928,1
8929,0
8930,1
8931,0
8932,1
8933,1
8934,1
8935,0
8936,0
8937,1
8938,1
8939,1
8940,0
8941,0
8942,1
8943,1
8944,1
8945,0
8946,1
8947,1
8948,0
8949,1
8950,0
8951,1
8952,1
8953,0
8954,1
8955,1
8956,0
8957,0
8958,0
8959,0
8960,0
8961,0
8962,1
8963,0
8964,0
8965,1
8966,1
8967,0
8968,0
8969,1
8970,1
8971,1
8972,1
8973,1
8974,0
8975,1
8976,1
8977,1
8978,0
8979,1
8980,0
8981,0
8982,0
8983,1
8984,1
8985,0
8986,0
8987,1
8988,0
8989,0
8990,1
8991,0
8992,0
8993,1
8994,0
8995,0
8996,1
8997,0
8998,0
8999,1
9000,0
9001,0
9002,0
9003,0
9004,0
9005,1
9006,1
9007,0
9008,0
9009,0
9010,1
9011,1
9012,0
9013,1
9014,1
9015,1
9016,0
9017,1
9018,1
9019,1
9020,0
9021,0
9022,1
9023,0
9024,1
9025,1
9026,0
9027,1
9028,0
9029,0
9030,1
9031,0
9032,1
9033,1
9034,0
9035,1
9036,0
9037,1
9038,0
9039,0
9040,1
9041,0
9042,0
9043,0
9044,0
9045,1
9046,0
9047,0
9048,0
9049,0
9050,0
9051,1
9052,0
9053,0
9054,1
9055,0
9056,0
9057,0
9058,0
9059,0
9060,1
9061,0
9062,1
9063,1
9064,1
9065,0
9066,0
9067,0
9068,1
9069,1
9070,1
9071,0
9072,1
9073,1
9074,0
9075,1
9076,1
9077,0
9078,1
9079,0
9080,0
9081,0
9082,0
9083,0
9084,1
9085,0
9086,1
9087,0
9088,0
9089,1
9090,0
9091,0
9092,1
9093,1
9094,0
9095,1
9096,0
9097,0
9098,1
9099,1
9100,1
9101,0
9102,0
9103,0
9104,0
9105,0
9106,0
9107,1
9108,1
9109,0
9110,0
9111,0
9112,0
9113,1
9114,0
9115,1
9116,0
9117,1
9118,0
9119,0
9120,1
9121,1
9122,1
9123,1
9124,1
9125,1
9126,0
9127,0
9128,0
9129,1
9130,1
9131,0
9132,0
9133,0
9134,0
9135,0
9136,0
9137,0
9138,0
9139,0
9140,0
9141,1
9142,0
9143,0
9144,1
9145,1
9146,1
9147,1
9148,0
9149,1
9150,0
9151,1
9152,0
9153,1
9154,1
9155,0
9156,0
9157,1
9158,0
9159,1
9160,0
9161,0
9162,0
9163,0
9164,0
9165,1
9166,0
9167,0
9168,1
9169,0
9170,0
9171,0
9172,0
9173,0
9174,0
9175,1
9176,1
9177,0
9178,0
9179,1
9180,1
9181,1
9182,0
9183,0
9184,0
9185,0
9186,0
9187,1
9188,1
9189,1
9190,1
9191,0
9192,0
9193,1
9194,0
9195,1
9196,0
9197,1
9198,1
9199,0
9200,0
9201,0
9202,1
9203,1
9204,0
9205,1
9206,1
9207,0
9208,1
9209,1
9210,1
9211,0
9212,1
9213,1
9214,0
9215,0
9216,0
9217,1
9218,0
9219,0
9220,1
9221,0
9222,0
9223,0
9224,0
9225,1
9226,0
9227,0
9228,0
9229,0
9230,1
9231,1
9232,0
9233,1
9234,0
9235,0
9236,0
9237,1
9238,0
9239,0
9240,1
9241,0
9242,0
9243,1
9244,0
9245,0
9246,0
9247,1
9248,0
9249,1
9250,0
9251,1
9252,0
9253,0
9254,0
9255,1
9256,1
9257,1
9258,0
9259,1
9260,0
9261,0
9262,0
9263,0
9264,0
9265,1
9266,0
9267,0
9268,1
9269,1
9270,0
9271,1
9272,1
9273,1
9274,0
9275,0
9276,1
9277,1
9278,0
9279,0
9280,1
9281,0
9282,1
9283,0
9284,0
9285,0
9286,0
9287,0
9288,0
9289,0
9290,1
9291,0
9292,0
9293,0
9294,0
9295,0
9296,1
9297,1
9298,1
9299,1
9300,1
9301,0
9302,0
9303,0
9304,1
9305,1
9306,1
9307,0
9308,0
9309,0
9310,0
9311,0
9312,1
9313,0
9314,0
9315,1
9316,0
9317,1
9318,1
9319,0
9320,1
9321,1
9322,0
9323,0
9324,1
9325,0
9326,0
9327,1
9328,0
9329,1
9330,1
9331,0
9332,1
9333,0
9334,0
9335,0
9336,0
9337,0
9338,1
9339,0
9340,0
9341,1
9342,1
9343,0
9344,0
9345,1
9346,0
9347,0
9348,0
9349,0
9350,1
9351,1
9352,1
9353,1
9354,0
9355,1
9356,0
9357,0
9358,0
9359,0
9360,1
9361,1
9362,1
9363,0
9364,0
9365,1
9366,0
9367,1
9368,1
9369,1
9370,0
9371,0
9372,0
9373,0
9374,1
9375,1
9376,1
9377,0
9378,0
9379,1
9380,1
9381,0
9382,1
9383,1
9384,1
9385,0
9386,0
9387,0
9388,1
9389,1
9390,1
9391,0
9392,0
9393,0
9394,1
9395,1
9396,1
9397,1
9398,1
9399,0
9400,0
9401,1
9402,0
9403,1
9404,1
9405,0
9406,0
9407,1
9408,0
9409,0
9410,0
9411,0
9412,0
9413,0
9414,1
9415,0
9416,0
9417,1
9418,1
9419,0
9420,0
9421,1
9422,1
9423,0
9424,0
9425,0
9426,0
9427,0
9428,0
9429,1
9430,1
9431,1
9432,1
9433,1
9434,0
9435,0
9436,0
9437,0
9438,1
9439,1
9440,1
9441,0
9442,0
9443,0
9444,0
9445,0
9446,0
9447,0
9448,0
9449,1
9450,0
9451,1
9452,1
9453,1
9454,0
9455,0
9456,1
9457,0
9458,1
9459,0
9460,0
9461,0
9462,1
9463,1
9464,1
9465,1
9466,1
9467,1
9468,0
9469,0
9470,1
9471,0
9472,0
9473,1
9474,1
9475,0
9476,1
9477,0
9478,0
9479,0
9480,0
9481,0
9482,0
9483,0
9484,0
9485,1
9486,1
9487,0
9488,1
9489,1
9490,0
9491,1
9492,1
9493,0
9494,1
9495,1
9496,1
9497,0
9498,1
9499,1
9500,0
9501,0
9502,0
9503,1
9504,0
9505,0
9506,0
9507,1
9508,1
9509,0
9510,1
9511,0
9512,0
9513,0
9514,0
9515,1
9516,0
9517,0
9518,0
9519,1
9520,0
9521,0
9522,0
9523,1
9524,0
9525,1
9526,0
9527,0
9528,1
9529,0
9530,0
9531,0
9532,1
9533,0
9534,0
9535,0
9536,0
9537,0
9538,0
9539,1
9540,1
9541,0
9542,0
9543,0
9544,1
9545,1
9546,1
9547,1
9548,0
9549,0
9550,0
9551,0
9552,0
9553,1
9554,1
9555,0
9556,0
9557,1
9558,0
9559,1
9560,1
9561,1
9562,1
9563,1
9564,0
9565,0
9566,0
9567,1
9568,1
9569,0
9570,1
9571,0
9572,1
9573,0
9574,0
9575,0
9576,1
9577,0
9578,0
9579,1
9580,1
9581,1
9582,1
9583,0
9584,1
9585,1
9586,0
9587,0
9588,0
9589,1
9590,0
9591,0
9592,0
9593,0
9594,1
9595,1
9596,1
9597,0
9598,0
9599,1
9600,0
9601,0
9602,0
9603,1
9604,0
9605,0
9606,1
9607,1
9608,0
9609,0
9610,0
9611,1
9612,0
9613,1
9614,0
9615,0
9616,0
9617,1
9618,0
9619,0
9620,1
9621,1
9622,1
9623,0
9624,0
9625,1
9626,0
9627,0
9628,0
9629,0
9630,0
9631,1
9632,1
9633,0
9634,1
9635,0
9636,0
9637,1
9638,0
9639,0
9640,1
9641,1
9642,0
9643,1
9644,1
9645,0
9646,0
9647,1
9648,0
9649,0
9650,0
9651,0
9652,0
9653,0
9654,1
9655,0
9656,1
9657,1
9658,1
9659,1
9660,0
9661,1
9662,1
9663,1
9664,0
9665,0
9666,0
9667,0
9668,0
9669,0
9670,1
9671,0
9672,0
9673,0
9674,0
9675,0
9676,1
9677,1
9678,0
9679,0
9680,1
9681,1
9682,1
9683,0
9684,0
9685,0
9686,1
9687,1
9688,0
9689,0
9690,0
9691,0
9692,0
9693,0
9694,1
9695,1
9696,0
9697,0
9698,0
9699,1
9700,0
9701,1
9702,1
9703,1
9704,0
9705,1
9706,1
9707,0
9708,0
9709,0
9710,1
9711,1
9712,0
9713,0
9714,0
9715,1
9716,1
9717,1
9718,0
9719,0
9720,0
9721,1
9722,0
9723,0
9724,0
9725,1
9726,1
9727,0
9728,0
9729,0
9730,0
9731,0
9732,1
9733,1
9734,1
9735,1
9736,0
9737,0
9738,1
9739,0
9740,0
9741,0
9742,0
9743,0
9744,1
9745,0
9746,1
9747,0
9748,0
9749,1
9750,0
9751,0
9752,0
9753,1
9754,0
9755,0
9756,0
9757,0
9758,0
9759,0
9760,0
9761,0
9762,1
9763,0
9764,0
9765,1
9766,1
9767,0
9768,0
9769,0
9770,0
9771,1
9772,0
9773,0
9774,1
9775,0
9776,0
9777,1
9778,0
9779,1
9780,0
9781,1
9782,0
9783,1
9784,1
9785,1
9786,1
9787,1
9788,0
9789,0
9790,0
9791,1
9792,1
9793,1
9794,1
9795,0
9796,0
9797,0
9798,0
9799,0
9800,1
9801,1
9802,1
9803,0
9804,0
9805,1
9806,0
9807,1
9808,1
9809,0
9810,0
9811,0
9812,0
9813,0
9814,1
9815,0
9816,0
9817,0
9818,0
9819,1
9820,1
9821,0
9822,0
9823,0
9824,0
9825,1
9826,0
9827,0
9828,1
9829,0
9830,0
9831,0
9832,0
9833,1
9834,1
9835,1
9836,0
9837,0
9838,1
9839,1
9840,1
9841,0
9842,1
9843,1
9844,0
9845,1
9846,0
9847,0
9848,0
9849,0
9850,1
9851,0
9852,0
9853,0
9854,1
9855,1
9856,1
9857,1
9858,0
9859,0
9860,1
9861,0
9862,1
9863,1
9864,1
9865,0
9866,0
9867,0
9868,0
9869,0
9870,1
9871,1
9872,0
9873,0
9874,0
9875,0
9876,0
9877,1
9878,0
9879,1
9880,1
9881,1
9882,0
9883,1
9884,1
9885,0
9886,1
9887,1
9888,1
9889,1
9890,1
9891,1
9892,0
9893,1
9894,0
9895,0
9896,0
9897,0
9898,0
9899,0
9900,0
9901,1
9902,1
9903,1
9904,1
9905,1
9906,0
9907,0
9908,1
9909,0
9910,0
9911,0
9912,1
9913,0
9914,1
9915,0
9916,0
9917,0
9918,0
9919,1
9920,1
9921,0
9922,1
9923,1
9924,0
9925,1
9926,1
9927,1
9928,1
9929,1
9930,0
9931,1
9932,0
9933,1
9934,0
9935,0
9936,0
9937,0
9938,0
9939,0
9940,0
9941,1
9942,0
9943,1
9944,0
9945,0
9946,1
9947,0
9948,0
9949,0
9950,0
9951,1
9952,1
9953,0
9954,0
9955,0
9956,1
9957,1
9958,0
9959,1
9960,1
9961,1
9962,1
9963,0
9964,0
9965,0
9966,0
9967,0
9968,1
9969,0
9970,0
9971,0
9972,1
9973,0
9974,0
9975,1
9976,0
9977,0
9978,0
9979,0
9980,0
9981,0
9982,1
9983,0
9984,1
9985,0
9986,0
9987,1
9988,1
9989,1
9990,0
9991,0
9992,1
9993,0
9994,1
9995,0
9996,1
9997,0
9998,0
9999,0
10000,0
10001,0
10002,0
10003,1
10004,1
10005,0
10006,0
10007,1
10008,1
10009,0
10010,0
10011,1
10012,0
10013,1
10014,1
10015,1
10016,0
10017,1
10018,0
10019,1
10020,1
10021,0
10022,0
10023,0
10024,1
10025,0
10026,0
10027,0
10028,0
10029,0
10030,1
10031,1
10032,1
10033,1
10034,0
10035,1
10036,0
10037,1
10038,0
10039,0
10040,1
10041,0
10042,0
10043,1
10044,0
10045,0
10046,0
10047,0
10048,1
10049,1
10050,0
10051,0
10052,0
10053,0
10054,0
10055,0
10056,0
10057,0
10058,0
10059,1
10060,0
10061,0
10062,1
10063,1
10064,0
10065,1
10066,0
10067,1
10068,0
10069,1
10070,0
10071,1
10072,1
10073,0
10074,0
10075,1
10076,1
10077,0
10078,0
10079,0
10080,0
10081,0
10082,0
10083,1
10084,1
10085,0
10086,0
10087,0
10088,0
10089,1
10090,0
10091,1
10092,1
10093,1
10094,1
10095,1
10096,0
10097,1
10098,1
10099,0
10100,0
10101,1
10102,1
10103,0
10104,0
10105,0
10106,1
10107,1
10108,1
10109,1
10110,0
10111,0
10112,1
10113,0
10114,0
10115,0
10116,0
10117,1
10118,1
10119,0
10120,0
10121,0
10122,1
10123,0
10124,0
10125,0
10126,0
10127,0
10128,1
10129,1
10130,0
10131,0
10132,0
10133,1
10134,0
10135,1
10136,0
10137,0
10138,1
10139,1
10140,0
10141,0
10142,1
10143,0
10144,1
10145,0
10146,1
10147,0
10148,0
10149,0
10150,0
10151,1
10152,0
10153,1
10154,0
10155,0
10156,1
10157,1
10158,0
10159,0
10160,0
10161,0
10162,0
10163,0
10164,0
10165,1
10166,1
10167,1
10168,1
10169,1
10170,1
10171,1
10172,0
10173,1
10174,1
10175,0
10176,0
10177,0
10178,0
10179,0
10180,0
10181,0
10182,1
10183,0
10184,0
10185,0
10186,0
10187,0
10188,1
10189,0
10190,1
10191,0
10192,0
10193,1
10194,0
10195,1
10196,1
10197,0
10198,0
10199,0
10200,0
10201,0
10202,0
10203,0
10204,0
10205,0
10206,1
10207,0
10208,0
10209,0
10210,1
10211,1
10212,1
10213,0
10214,1
10215,1
10216,1
10217,1
10218,0
10219,0
10220,0
10221,0
10222,0
10223,1
10224,1
10225,1
10226,0
10227,1
10228,0
10229,0
10230,1
10231,1
10232,1
10233,1
10234,0
10235,0
10236,0
10237,1
10238,1
10239,0
10240,1
10241,0
10242,1
10243,1
10244,0
10245,1
10246,0
10247,0
10248,1
10249,0
10250,0
10251,1
10252,0
10253,0
10254,0
10255,1
10256,0
10257,1
10258,0
10259,0
10260,0
10261,0
10262,0
10263,1
10264,1
10265,1
10266,0
10267,0
10268,0
10269,1
10270,0
10271,1
10272,0
10273,1
10274,1
10275,1
10276,1
10277,0
10278,1
10279,0
10280,1
10281,0
