,outcome
6670,0
6671,1
6672,1
6673,0
6674,0
6675,1
6676,0
6677,1
6678,0
6679,1
6680,1
6681,0
6682,0
6683,1
6684,1
6685,0
6686,0
6687,0
6688,1
6689,1
6690,1
6691,0
6692,1
6693,1
6694,0
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,1
6705,0
6706,0
6707,1
6708,0
6709,0
6710,0
6711,0
6712,1
6713,0
6714,0
6715,0
6716,0
6717,1
6718,0
6719,0
6720,1
6721,0
6722,0
6723,1
6724,0
6725,1
6726,0
6727,0
6728,1
6729,1
6730,1
6731,0
6732,0
6733,1
6734,1
6735,1
6736,0
6737,0
6738,0
6739,0
6740,0
6741,0
6742,1
6743,0
6744,1
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,1
6753,0
6754,1
6755,1
6756,1
6757,1
6758,0
6759,0
6760,0
6761,0
6762,1
6763,1
6764,1
6765,0
6766,1
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,1
6775,0
6776,0
6777,0
6778,1
6779,1
6780,0
6781,0
6782,0
6783,1
6784,0
6785,0
6786,1
6787,0
6788,0
6789,1
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,1
6799,1
6800,1
6801,1
6802,0
6803,0
6804,0
6805,0
6806,1
6807,0
6808,1
6809,1
6810,0
6811,0
6812,0
6813,0
6814,1
6815,0
6816,0
6817,0
6818,0
6819,1
6820,0
6821,0
6822,1
6823,0
6824,1
6825,1
6826,1
6827,0
6828,1
6829,1
6830,0
6831,0
6832,1
6833,0
6834,1
6835,1
6836,0
6837,0
6838,1
6839,0
6840,0
6841,0
6842,1
6843,0
6844,1
6845,0
6846,0
6847,0
6848,1
6849,1
6850,0
6851,1
6852,0
6853,0
6854,1
6855,0
6856,0
6857,0
6858,1
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,1
6866,1
6867,0
6868,0
6869,0
6870,0
6871,1
6872,0
6873,1
6874,0
6875,1
6876,0
6877,0
6878,1
6879,0
6880,1
6881,1
6882,1
6883,1
6884,0
6885,0
6886,1
6887,0
6888,0
6889,0
6890,1
6891,0
6892,1
6893,0
6894,0
6895,0
6896,1
6897,0
6898,1
6899,0
6900,1
6901,0
6902,1
6903,0
6904,0
6905,0
6906,0
6907,0
6908,1
6909,0
6910,1
6911,1
6912,0
6913,0
6914,0
6915,1
6916,0
6917,1
6918,0
6919,1
6920,0
6921,1
6922,0
6923,1
6924,0
6925,1
6926,0
6927,1
6928,1
6929,1
6930,0
6931,1
6932,1
6933,0
6934,0
6935,1
6936,1
6937,0
6938,0
6939,0
6940,1
6941,0
6942,1
6943,1
6944,0
6945,0
6946,1
6947,1
6948,1
6949,1
6950,1
6951,1
6952,0
6953,1
6954,0
6955,0
6956,1
6957,0
6958,0
6959,0
6960,0
6961,1
6962,0
6963,0
6964,1
6965,1
6966,0
6967,1
6968,0
6969,0
6970,1
6971,0
6972,0
6973,1
6974,0
6975,0
6976,0
6977,0
6978,0
6979,0
6980,0
6981,0
6982,0
6983,1
6984,0
6985,1
6986,0
6987,1
6988,1
6989,1
6990,1
6991,1
6992,0
6993,0
6994,0
6995,0
6996,0
6997,0
6998,1
6999,0
7000,1
7001,1
7002,0
7003,0
7004,1
7005,0
7006,1
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,1
7014,1
7015,0
7016,1
7017,0
7018,0
7019,0
7020,1
7021,0
7022,0
7023,1
7024,1
7025,1
7026,0
7027,1
7028,1
7029,1
7030,1
7031,1
7032,0
7033,1
7034,1
7035,0
7036,0
7037,0
7038,1
7039,0
7040,1
7041,1
7042,0
7043,1
7044,0
7045,1
7046,0
7047,1
7048,0
7049,0
7050,1
7051,1
7052,0
7053,0
7054,1
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,1
7062,0
7063,0
7064,1
7065,0
7066,0
7067,0
7068,0
7069,0
7070,0
7071,0
7072,0
7073,1
7074,1
7075,1
7076,1
7077,0
7078,0
7079,1
7080,0
7081,1
7082,0
7083,1
7084,0
7085,1
7086,1
7087,1
7088,0
7089,1
7090,1
7091,1
7092,0
7093,1
7094,1
7095,0
7096,1
7097,1
7098,1
7099,1
7100,0
7101,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,1
7108,1
7109,1
7110,1
7111,0
7112,0
7113,1
7114,1
7115,0
7116,0
7117,0
7118,0
7119,1
7120,1
7121,1
7122,0
7123,1
7124,0
7125,0
7126,0
7127,0
7128,0
7129,0
7130,0
7131,1
7132,1
7133,1
7134,0
7135,0
7136,1
7137,1
7138,0
7139,0
7140,0
7141,0
7142,1
7143,1
7144,0
7145,1
7146,0
7147,1
7148,0
7149,1
7150,1
7151,0
7152,0
7153,0
7154,1
7155,1
7156,0
7157,1
7158,0
7159,1
7160,1
7161,0
7162,1
7163,1
7164,0
7165,1
7166,1
7167,0
7168,0
7169,0
7170,1
7171,1
7172,0
7173,1
7174,1
7175,0
7176,1
7177,1
7178,1
7179,0
7180,0
7181,1
7182,0
7183,0
7184,1
7185,0
7186,1
7187,1
7188,0
7189,0
7190,0
7191,1
7192,1
7193,0
7194,0
7195,1
7196,1
7197,1
7198,0
7199,0
7200,0
7201,0
7202,0
7203,1
7204,1
7205,1
7206,1
7207,0
7208,0
7209,0
7210,1
7211,1
7212,1
7213,0
7214,0
7215,0
7216,0
7217,0
7218,1
7219,0
7220,0
7221,1
7222,1
7223,0
7224,0
7225,1
7226,0
7227,0
7228,0
7229,1
7230,0
7231,1
7232,0
7233,0
7234,0
7235,1
7236,1
7237,0
7238,1
7239,1
7240,1
7241,0
7242,0
7243,0
7244,1
7245,0
7246,1
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,1
7255,0
7256,0
7257,1
7258,0
7259,0
7260,1
7261,0
7262,0
7263,0
7264,0
7265,1
7266,0
7267,1
7268,0
7269,0
7270,0
7271,0
7272,0
7273,1
7274,0
7275,1
7276,1
7277,0
7278,1
7279,0
7280,0
7281,0
7282,0
7283,1
7284,0
7285,0
7286,0
7287,0
7288,0
7289,1
7290,1
7291,1
7292,1
7293,0
7294,0
7295,1
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,1
7303,1
7304,0
7305,0
7306,0
7307,1
7308,0
7309,1
7310,0
7311,1
7312,0
7313,1
7314,0
7315,1
7316,0
7317,1
7318,1
7319,0
7320,0
7321,1
7322,0
7323,0
7324,0
7325,0
7326,0
7327,1
7328,1
7329,0
7330,0
7331,1
7332,1
7333,0
7334,1
7335,0
7336,0
7337,1
7338,0
7339,1
7340,1
7341,1
7342,1
7343,1
7344,0
7345,1
7346,1
7347,1
7348,0
7349,0
7350,0
7351,1
7352,0
7353,0
7354,1
7355,0
7356,1
7357,0
7358,1
7359,0
7360,0
7361,1
7362,1
7363,0
7364,0
7365,1
7366,1
7367,0
7368,0
7369,1
7370,1
7371,1
7372,0
7373,0
7374,0
7375,1
7376,1
7377,1
7378,0
7379,1
7380,1
7381,0
7382,1
7383,0
7384,0
7385,1
7386,0
7387,1
7388,0
7389,0
7390,0
7391,1
7392,1
7393,0
7394,1
7395,0
7396,0
7397,1
7398,1
7399,1
7400,0
7401,1
7402,1
7403,1
7404,1
7405,1
7406,0
7407,0
7408,0
7409,1
7410,1
7411,0
7412,0
7413,1
7414,0
7415,0
7416,1
7417,0
7418,1
7419,1
7420,1
7421,1
7422,0
7423,0
7424,1
7425,1
7426,1
7427,1
7428,1
7429,1
7430,1
7431,0
7432,0
7433,1
7434,1
7435,1
7436,0
7437,0
7438,1
7439,1
7440,0
7441,1
7442,1
7443,0
7444,0
7445,1
7446,0
7447,1
7448,1
7449,0
7450,0
7451,0
7452,0
7453,0
7454,1
7455,0
7456,0
7457,0
7458,1
7459,0
7460,1
7461,0
7462,0
7463,0
7464,0
7465,1
7466,0
7467,1
7468,0
7469,0
7470,0
7471,0
7472,1
7473,0
7474,0
7475,0
7476,0
7477,0
7478,0
7479,0
7480,1
7481,0
7482,1
7483,1
7484,0
7485,1
7486,1
7487,0
7488,0
7489,0
7490,1
7491,1
7492,0
7493,0
7494,0
7495,1
7496,0
7497,1
7498,0
7499,1
7500,1
7501,1
7502,1
7503,1
7504,1
7505,1
7506,0
7507,0
7508,0
7509,1
7510,1
7511,0
7512,1
7513,1
7514,1
7515,0
7516,0
7517,0
7518,0
7519,0
7520,0
7521,1
7522,1
7523,1
7524,1
7525,0
7526,0
7527,0
7528,1
7529,0
7530,0
7531,0
7532,0
7533,1
7534,0
7535,0
7536,0
7537,1
7538,1
7539,1
7540,1
7541,1
7542,0
7543,0
7544,1
7545,0
7546,0
7547,0
7548,0
7549,0
7550,0
7551,1
7552,0
7553,0
7554,1
7555,0
7556,1
7557,0
7558,0
7559,0
7560,0
7561,0
7562,1
7563,1
7564,0
7565,1
7566,1
7567,0
7568,0
7569,0
7570,1
7571,1
7572,1
7573,0
7574,1
7575,0
7576,1
7577,1
7578,0
7579,0
7580,0
7581,0
7582,0
7583,0
7584,1
7585,0
7586,0
7587,1
7588,0
7589,1
7590,0
7591,1
7592,1
7593,1
7594,0
7595,1
7596,0
7597,0
7598,1
7599,1
7600,0
7601,1
7602,0
7603,0
7604,1
7605,1
7606,0
7607,1
7608,1
7609,1
7610,0
7611,0
7612,1
7613,0
7614,1
7615,0
7616,0
7617,1
7618,0
7619,0
7620,0
7621,1
7622,0
7623,1
7624,0
7625,1
7626,1
7627,1
7628,1
7629,1
7630,0
7631,0
7632,0
7633,1
7634,0
7635,0
7636,1
7637,1
7638,0
7639,1
7640,0
7641,1
7642,0
7643,0
7644,1
7645,0
7646,1
7647,0
7648,1
7649,0
7650,0
7651,1
7652,1
7653,1
7654,1
7655,0
7656,0
7657,0
7658,0
7659,0
7660,1
7661,0
7662,0
7663,0
7664,0
7665,1
7666,0
7667,0
7668,0
7669,1
7670,0
7671,0
7672,0
7673,0
7674,1
7675,1
7676,0
7677,0
7678,1
7679,1
7680,1
7681,0
7682,1
7683,1
7684,1
7685,1
7686,1
7687,0
7688,0
7689,1
7690,1
7691,0
7692,0
7693,0
7694,0
7695,1
7696,1
7697,0
7698,1
7699,1
7700,1
7701,1
7702,0
7703,1
7704,1
7705,0
7706,0
7707,1
7708,1
7709,0
7710,0
7711,1
7712,0
7713,0
7714,0
7715,0
7716,0
7717,1
7718,1
7719,0
7720,0
7721,1
7722,0
7723,0
7724,1
7725,0
7726,1
7727,1
7728,0
7729,0
7730,0
7731,0
7732,1
7733,1
7734,0
7735,1
7736,0
7737,1
7738,0
7739,0
7740,0
7741,0
7742,0
7743,1
7744,1
7745,1
7746,0
7747,0
7748,0
7749,1
7750,0
7751,0
7752,0
7753,1
7754,0
7755,0
7756,1
7757,0
7758,0
7759,1
7760,0
7761,1
7762,0
7763,1
7764,1
7765,0
7766,1
7767,1
7768,0
7769,1
7770,0
7771,0
7772,1
7773,0
7774,0
7775,1
7776,0
7777,0
7778,0
7779,1
7780,0
7781,1
7782,0
7783,0
7784,0
7785,0
7786,0
7787,0
7788,0
7789,1
7790,1
7791,0
7792,1
7793,0
7794,0
7795,0
7796,1
7797,0
7798,0
7799,1
7800,0
7801,0
7802,1
7803,0
7804,0
7805,1
7806,0
7807,0
7808,1
7809,1
7810,0
7811,0
7812,1
7813,0
7814,0
7815,0
7816,1
7817,1
7818,0
7819,1
7820,0
7821,0
7822,1
7823,0
7824,0
7825,1
7826,1
7827,0
7828,0
7829,0
7830,1
7831,0
7832,1
7833,0
7834,1
7835,1
7836,0
7837,0
7838,1
7839,0
7840,1
7841,0
7842,1
7843,1
7844,0
7845,0
7846,0
7847,1
7848,0
7849,1
7850,0
7851,1
7852,1
7853,1
7854,0
7855,1
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,1
7864,0
7865,0
7866,0
7867,0
7868,0
7869,1
7870,0
7871,1
7872,0
7873,0
7874,0
7875,0
7876,1
7877,1
7878,1
7879,0
7880,1
7881,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,0
7889,0
7890,1
7891,0
7892,1
7893,0
7894,0
7895,0
7896,0
7897,1
7898,0
7899,0
7900,0
7901,0
7902,1
7903,0
7904,0
7905,0
7906,0
7907,0
7908,0
7909,1
7910,1
7911,0
7912,1
7913,0
7914,0
7915,1
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,1
7926,1
7927,0
7928,1
7929,1
7930,0
7931,0
7932,0
7933,0
7934,1
7935,1
7936,0
7937,1
7938,0
7939,0
7940,0
7941,1
7942,0
7943,1
7944,0
7945,0
7946,1
7947,0
7948,0
7949,1
7950,0
7951,1
7952,1
7953,0
7954,0
7955,1
7956,0
7957,1
7958,0
7959,1
7960,0
7961,1
7962,1
7963,0
7964,0
7965,1
7966,0
7967,0
7968,1
7969,1
7970,1
7971,0
7972,0
7973,1
7974,1
7975,0
7976,0
7977,1
7978,0
7979,1
7980,1
7981,0
7982,1
7983,1
7984,0
7985,0
7986,1
7987,1
7988,0
7989,0
7990,0
7991,1
7992,1
7993,0
7994,1
7995,0
7996,0
7997,0
7998,0
7999,1
8000,0
8001,0
8002,0
8003,0
8004,1
8005,0
8006,0
8007,0
8008,0
8009,0
8010,1
8011,0
8012,1
8013,0
8014,1
8015,0
8016,0
8017,0
8018,0
8019,0
8020,1
8021,0
8022,0
8023,0
8024,1
8025,1
8026,1
8027,1
8028,0
8029,0
8030,0
8031,1
8032,1
8033,1
8034,0
8035,0
8036,0
8037,0
8038,0
8039,0
8040,0
8041,1
8042,0
8043,1
8044,1
8045,0
8046,0
8047,1
8048,0
8049,0
8050,0
8051,1
8052,0
8053,0
8054,1
8055,0
8056,0
8057,0
8058,0
8059,1
8060,1
8061,0
8062,0
8063,0
8064,0
8065,0
8066,1
8067,0
8068,1
8069,1
8070,1
8071,1
8072,1
8073,1
8074,1
8075,1
8076,1
8077,1
8078,0
8079,1
8080,1
8081,1
8082,0
8083,0
8084,1
8085,1
8086,0
8087,0
8088,0
8089,1
8090,0
8091,0
8092,0
8093,1
8094,0
8095,1
8096,1
8097,0
8098,1
8099,1
8100,1
8101,1
8102,0
8103,1
8104,0
8105,1
8106,1
8107,0
8108,0
8109,1
8110,1
8111,1
8112,1
8113,0
8114,0
8115,0
8116,0
8117,0
8118,1
8119,0
8120,0
8121,0
8122,1
8123,1
8124,1
8125,0
8126,1
8127,1
8128,0
8129,0
8130,0
8131,1
8132,1
8133,1
8134,0
8135,0
8136,0
8137,0
8138,0
8139,1
8140,1
8141,0
8142,1
8143,0
8144,1
8145,0
8146,0
8147,0
8148,0
8149,0
8150,0
8151,0
8152,0
8153,0
8154,1
8155,0
8156,1
8157,0
8158,0
8159,1
8160,0
8161,0
8162,0
8163,0
8164,0
8165,1
8166,0
8167,1
8168,1
8169,0
8170,1
8171,0
8172,0
8173,0
8174,1
8175,0
8176,0
8177,1
8178,0
8179,1
8180,1
8181,0
8182,1
8183,0
8184,1
8185,0
8186,0
8187,1
8188,0
8189,0
8190,0
8191,1
8192,1
8193,0
8194,0
8195,0
8196,0
8197,1
8198,0
8199,0
8200,0
8201,1
8202,0
8203,0
8204,0
8205,0
8206,0
8207,0
8208,0
8209,1
8210,1
8211,0
8212,1
8213,1
8214,1
8215,0
8216,1
8217,1
8218,0
8219,1
8220,1
8221,1
8222,1
8223,0
8224,0
8225,0
8226,1
8227,1
8228,0
8229,0
8230,1
8231,0
8232,1
8233,0
8234,0
8235,1
8236,0
8237,0
8238,0
8239,0
8240,0
8241,0
8242,1
8243,0
8244,0
8245,0
8246,0
8247,0
8248,1
8249,1
8250,0
8251,1
8252,0
8253,1
8254,0
8255,0
8256,0
8257,1
8258,1
8259,1
8260,1
8261,0
8262,1
8263,1
8264,0
8265,1
8266,1
8267,0
8268,1
8269,1
8270,1
8271,1
8272,0
8273,1
8274,0
8275,0
8276,0
8277,0
8278,0
8279,0
8280,1
8281,1
8282,1
8283,0
8284,0
8285,1
8286,1
8287,0
8288,1
8289,1
8290,1
8291,1
8292,0
8293,1
8294,0
8295,1
8296,1
8297,0
8298,1
8299,1
8300,1
8301,0
8302,0
8303,1
8304,1
8305,1
8306,0
8307,1
8308,0
8309,1
8310,1
8311,1
8312,1
8313,0
8314,0
8315,1
8316,1
8317,1
8318,1
8319,0
8320,0
8321,1
8322,0
8323,1
8324,1
8325,1
8326,0
8327,1
8328,1
8329,0
8330,1
8331,0
8332,0
8333,1
8334,1
8335,0
8336,0
8337,0
8338,1
8339,1
8340,1
8341,1
8342,0
8343,0
8344,0
8345,1
8346,0
8347,1
8348,0
8349,0
8350,0
8351,0
8352,0
8353,0
8354,0
8355,1
8356,1
8357,0
8358,0
8359,1
8360,1
8361,1
8362,1
8363,0
8364,0
8365,0
8366,1
8367,1
8368,0
8369,0
8370,1
8371,1
8372,0
8373,0
8374,0
8375,1
8376,0
8377,0
8378,0
8379,1
8380,0
8381,0
8382,0
8383,0
8384,0
8385,1
8386,0
8387,0
8388,1
8389,1
8390,0
8391,1
8392,0
8393,1
8394,0
8395,0
8396,1
8397,1
8398,0
8399,1
8400,1
8401,1
8402,1
8403,0
8404,0
8405,0
8406,1
8407,1
8408,1
8409,0
8410,1
8411,1
8412,1
8413,0
8414,0
8415,0
8416,0
8417,1
8418,1
8419,0
8420,1
8421,1
8422,1
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,1
8431,0
8432,1
8433,1
8434,1
8435,0
8436,0
8437,0
8438,0
8439,1
8440,0
8441,0
8442,0
8443,0
8444,0
8445,0
8446,0
8447,1
8448,0
8449,1
8450,1
8451,1
8452,0
8453,0
8454,1
8455,0
8456,0
8457,0
8458,1
8459,0
8460,0
8461,1
8462,0
8463,0
8464,0
8465,1
8466,0
8467,1
8468,0
8469,0
8470,0
8471,1
8472,1
8473,1
8474,0
8475,0
8476,0
8477,1
8478,1
8479,0
8480,0
8481,0
8482,0
8483,1
8484,0
8485,0
8486,1
8487,1
8488,0
8489,0
8490,0
8491,1
8492,1
8493,0
8494,0
8495,1
8496,1
8497,0
8498,1
8499,1
8500,0
8501,0
8502,0
8503,1
8504,1
8505,0
8506,0
8507,0
8508,0
8509,0
8510,0
8511,0
8512,0
8513,0
8514,1
8515,0
8516,0
8517,1
8518,1
8519,0
8520,0
8521,0
8522,1
8523,1
8524,0
8525,0
8526,0
8527,0
8528,0
8529,1
8530,0
8531,0
8532,1
8533,1
8534,1
8535,1
8536,1
8537,1
8538,1
8539,1
8540,0
8541,0
8542,0
8543,0
8544,0
8545,0
8546,1
8547,1
8548,0
8549,0
8550,0
8551,0
8552,0
8553,1
8554,0
8555,0
8556,0
8557,0
8558,1
8559,1
8560,0
8561,1
8562,1
8563,0
8564,0
8565,0
8566,1
8567,1
8568,0
8569,0
8570,1
8571,0
8572,0
8573,0
8574,0
8575,0
8576,1
8577,0
8578,0
8579,0
8580,0
8581,1
8582,0
8583,0
8584,0
8585,0
8586,0
8587,1
8588,1
8589,1
8590,0
8591,1
8592,0
8593,0
8594,0
8595,1
8596,0
8597,1
8598,0
8599,1
8600,1
8601,0
8602,0
8603,1
8604,0
8605,0
8606,0
8607,1
8608,0
8609,0
8610,0
8611,0
8612,1
8613,1
8614,0
8615,0
8616,0
8617,0
8618,1
8619,1
8620,0
8621,1
8622,0
8623,0
8624,1
8625,0
8626,0
8627,1
8628,0
8629,1
8630,0
8631,0
8632,0
8633,0
8634,1
8635,1
8636,0
8637,1
8638,1
8639,0
8640,0
8641,0
8642,0
8643,1
8644,0
8645,1
8646,0
8647,0
8648,1
8649,0
8650,0
8651,0
8652,0
8653,0
8654,1
8655,0
8656,0
8657,0
8658,0
8659,0
8660,0
8661,1
8662,0
8663,1
8664,0
8665,0
8666,1
8667,0
8668,1
8669,0
8670,0
8671,1
8672,1
8673,1
8674,1
8675,0
8676,1
8677,0
8678,1
8679,0
8680,0
8681,1
8682,0
8683,1
8684,0
8685,0
8686,1
8687,0
8688,0
8689,1
8690,0
8691,1
8692,1
8693,1
8694,1
8695,0
8696,1
8697,0
8698,0
8699,1
8700,0
8701,0
8702,0
8703,1
8704,0
8705,1
8706,0
8707,0
8708,0
8709,0
8710,0
8711,0
8712,0
8713,1
8714,1
8715,0
8716,0
8717,1
8718,1
8719,1
8720,1
8721,0
8722,0
8723,0
8724,1
8725,0
8726,0
8727,0
8728,0
8729,1
8730,1
8731,0
8732,1
8733,0
8734,0
8735,0
8736,1
8737,0
8738,0
8739,0
8740,1
8741,0
8742,0
8743,1
8744,0
8745,1
8746,0
8747,1
8748,0
8749,0
8750,0
8751,0
8752,1
8753,1
8754,1
8755,1
8756,1
8757,0
8758,1
8759,0
8760,1
8761,0
8762,1
8763,0
8764,0
8765,1
8766,1
8767,1
8768,1
8769,0
8770,0
8771,0
8772,1
8773,1
8774,0
8775,1
8776,0
8777,0
8778,1
8779,0
8780,0
8781,0
8782,1
8783,1
8784,0
8785,1
8786,0
8787,0
8788,0
8789,1
8790,0
8791,1
8792,1
8793,0
8794,0
8795,1
8796,1
8797,0
8798,1
8799,0
8800,0
8801,1
8802,1
8803,1
8804,1
8805,0
8806,0
8807,0
8808,1
8809,1
8810,1
8811,0
8812,1
8813,0
8814,0
8815,1
8816,0
8817,1
8818,0
8819,1
8820,1
8821,0
8822,0
8823,0
8824,0
8825,1
8826,1
8827,0
8828,0
8829,1
8830,0
8831,1
8832,0
8833,0
8834,0
8835,0
8836,1
8837,0
8838,0
8839,1
8840,1
8841,0
8842,0
8843,1
8844,0
8845,1
8846,0
8847,1
8848,1
8849,1
8850,0
8851,0
8852,0
8853,1
8854,0
8855,1
8856,0
8857,0
8858,0
8859,0
8860,0
8861,1
8862,1
8863,1
8864,0
8865,1
8866,0
8867,0
8868,1
8869,0
8870,0
8871,1
8872,1
8873,0
8874,1
8875,0
8876,0
8877,0
8878,1
8879,0
8880,0
8881,0
8882,1
8883,1
8884,0
8885,0
8886,1
8887,0
8888,1
8889,1
8890,1
8891,1
8892,1
8893,0
8894,1
8895,0
8896,0
8897,1
8898,1
8899,0
8900,0
8901,0
8902,0
8903,1
8904,0
8905,0
8906,1
8907,0
8908,1
8909,0
8910,1
8911,0
8912,0
8913,0
8914,0
8915,1
8916,0
8917,0
8918,0
8919,0
8920,0
8921,0
8922,1
8923,0
8924,0
8925,0
8926,1
8927,0
8928,1
8929,0
8930,0
8931,0
8932,1
8933,1
8934,1
8935,0
8936,0
8937,1
8938,1
8939,1
8940,0
8941,0
8942,0
8943,1
8944,1
8945,0
8946,1
8947,0
8948,0
8949,0
8950,0
8951,0
8952,1
8953,1
8954,0
8955,1
8956,0
8957,0
8958,1
8959,1
8960,0
8961,0
8962,1
8963,0
8964,1
8965,0
8966,1
8967,1
8968,1
8969,0
8970,1
8971,0
8972,1
8973,0
8974,0
8975,0
8976,1
8977,0
8978,1
8979,1
8980,0
8981,0
8982,1
8983,0
8984,0
8985,0
8986,0
8987,0
8988,0
8989,1
8990,1
8991,1
8992,0
8993,0
8994,1
8995,1
8996,1
8997,0
8998,0
8999,0
9000,0
9001,0
9002,0
9003,1
9004,1
9005,0
9006,1
9007,1
9008,0
9009,0
9010,0
9011,0
9012,0
9013,0
9014,1
9015,0
9016,0
9017,0
9018,1
9019,1
9020,0
9021,0
9022,0
9023,0
9024,1
9025,0
9026,0
9027,0
9028,1
9029,0
9030,0
9031,0
9032,0
9033,1
9034,1
9035,0
9036,1
9037,1
9038,1
9039,1
9040,0
9041,0
9042,0
9043,0
9044,0
9045,0
9046,0
9047,0
9048,0
9049,0
9050,1
9051,0
9052,0
9053,1
9054,0
9055,1
9056,1
9057,0
9058,0
9059,0
9060,0
9061,0
9062,1
9063,1
9064,0
9065,0
9066,0
9067,1
9068,0
9069,0
9070,1
9071,1
9072,1
9073,0
9074,0
9075,1
9076,0
9077,0
9078,0
9079,0
9080,0
9081,0
9082,1
9083,1
9084,1
9085,1
9086,1
9087,0
9088,0
9089,0
9090,0
9091,1
9092,1
9093,0
9094,1
9095,1
9096,1
9097,0
9098,0
9099,0
9100,0
9101,0
9102,1
9103,0
9104,0
9105,0
9106,0
9107,0
9108,1
9109,0
9110,0
9111,1
9112,0
9113,0
9114,1
9115,0
9116,1
9117,1
9118,1
9119,0
9120,1
9121,0
9122,0
9123,0
9124,0
9125,1
9126,0
9127,0
9128,1
9129,0
9130,1
9131,0
9132,1
9133,0
9134,1
9135,0
9136,0
9137,0
9138,0
9139,0
9140,1
9141,1
9142,0
9143,1
9144,1
9145,1
9146,1
9147,0
9148,1
9149,0
9150,0
9151,1
9152,1
9153,1
9154,1
9155,1
9156,1
9157,1
9158,0
9159,1
9160,1
9161,1
9162,0
9163,1
9164,0
9165,0
9166,0
9167,1
9168,1
9169,1
9170,1
9171,0
9172,0
9173,0
9174,1
9175,1
9176,1
9177,0
9178,1
9179,1
9180,1
9181,0
9182,0
9183,1
9184,0
9185,0
9186,0
9187,1
9188,0
9189,0
9190,1
9191,0
9192,0
9193,0
9194,0
9195,1
9196,0
9197,0
9198,0
9199,0
9200,1
9201,0
9202,1
9203,1
9204,0
9205,0
9206,1
9207,0
9208,0
9209,0
9210,1
9211,0
9212,0
9213,1
9214,1
9215,1
9216,0
9217,0
9218,1
9219,0
9220,1
9221,1
9222,1
9223,0
9224,1
9225,1
9226,1
9227,0
9228,1
9229,0
9230,0
9231,0
9232,1
9233,1
9234,1
9235,0
9236,0
9237,0
9238,1
9239,0
9240,0
9241,1
9242,1
9243,0
9244,0
9245,1
9246,0
9247,0
9248,0
9249,0
9250,0
9251,0
9252,1
9253,1
9254,0
9255,1
9256,1
9257,0
9258,0
9259,1
9260,0
9261,0
9262,0
9263,1
9264,0
9265,1
9266,0
9267,1
9268,0
9269,1
9270,1
9271,0
9272,1
9273,0
9274,1
9275,1
9276,0
9277,0
9278,1
9279,1
9280,0
9281,1
9282,0
9283,0
9284,0
9285,0
9286,0
9287,0
9288,0
9289,0
9290,1
9291,0
9292,0
9293,1
9294,0
9295,1
9296,0
9297,1
9298,0
9299,0
9300,1
9301,0
9302,1
9303,0
9304,0
9305,1
9306,0
9307,0
9308,0
9309,0
9310,0
9311,0
9312,0
9313,0
9314,0
9315,0
9316,1
9317,1
9318,1
9319,1
9320,0
9321,0
9322,1
9323,0
9324,1
9325,1
9326,0
9327,0
9328,0
9329,0
9330,0
9331,0
9332,1
9333,0
9334,1
9335,0
9336,0
9337,0
9338,0
9339,0
9340,0
9341,1
9342,0
9343,1
9344,1
9345,1
9346,0
9347,0
9348,1
9349,1
9350,0
9351,1
9352,0
9353,1
9354,0
9355,1
9356,0
9357,0
9358,0
9359,0
9360,1
9361,0
9362,0
9363,0
9364,0
9365,0
9366,1
9367,1
9368,1
9369,0
9370,1
9371,1
9372,0
9373,0
9374,1
9375,0
9376,0
9377,1
9378,0
9379,0
9380,0
9381,0
9382,1
9383,0
9384,1
9385,1
9386,1
9387,1
9388,0
9389,0
9390,1
9391,0
9392,1
9393,1
9394,0
9395,0
9396,1
9397,0
9398,1
9399,1
9400,0
9401,0
9402,1
9403,0
9404,1
9405,1
9406,0
9407,0
9408,0
9409,0
9410,1
9411,0
9412,0
9413,0
9414,0
9415,0
9416,0
9417,0
9418,0
9419,1
9420,1
9421,1
9422,1
9423,1
9424,0
9425,0
9426,1
9427,0
9428,1
9429,0
9430,1
9431,0
9432,0
9433,0
9434,0
9435,0
9436,0
9437,0
9438,1
9439,0
9440,0
9441,0
9442,0
9443,0
9444,1
9445,1
9446,1
9447,0
9448,0
9449,0
9450,0
9451,0
9452,0
9453,1
9454,0
9455,0
9456,1
9457,0
9458,0
9459,1
9460,0
9461,0
9462,0
9463,0
9464,0
9465,1
9466,0
9467,0
9468,0
